DrugBank ID,Smiles,Name,Predicted negative probability,Predicted positive probability,Predicted classification
DB01583,Ic1cc(cc(I)c1Oc1cc(I)c(O)c(I)c1)C[C@H](N)C(=O)[O-].Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)C[C@H](N)C(=O)[O-].[Na+].[Na+],Liotrix,2.77E-03,9.97E-01,1
DB01582,S(=O)(=O)(Nc1nc(cc(n1)C)C)c1ccc(N)cc1,Sulfamethazine,9.58E-01,4.24E-02,0
DB01581,S(=O)(=O)(Nc1nc(ccn1)C)c1ccc(N)cc1,Sulfamerazine,9.82E-01,1.80E-02,0
DB01580,O(CC(O)CNC(C)C)c1ccccc1OCC=C,Oxprenolol,8.03E-01,1.97E-01,0
DB01579,O1CCN(C)C(C)C1c1ccccc1,Phendimetrazine,6.54E-01,3.46E-01,0
DB01578,Ic1c(C(=O)N[C@@H]2[C@@H](O)[C@H](O)[C@H](OC2O)CO)c(I)c(NC(=O)C)c(I)c1N(C(=O)C)C,Metrizamide,9.96E-01,3.90E-03,0
DB01577,N([C@H](Cc1ccccc1)C)C,Methamphetamine,6.97E-01,3.03E-01,0
DB01576,N[C@H](Cc1ccccc1)C,Dextroamphetamine,9.88E-01,1.18E-02,0
DB01567,Clc1cc2c(N(C)C(=O)CN=C2c2ccccc2F)cc1,Fludiazepam,8.31E-01,1.69E-01,0
DB01563,ClC(Cl)(Cl)C(O)O,Chloral hydrate,9.45E-01,5.51E-02,0
DB01559,Clc1ccccc1C1=NCC(=O)N(c2sc(cc12)CC)C,Clotiazepam,7.20E-01,2.80E-01,0
DB01558,Brc1cc2c(NC(=O)CN=C2c2ncccc2)cc1,Bromazepam,9.72E-01,2.80E-02,0
DB01553,Clc1ccccc1C12OCCN1CC(=O)Nc1c2cc(Cl)cc1,Cloxazolam,6.09E-01,3.91E-01,0
DB01551,O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(OC)cc3)CC[C@@H]2O,Dihydrocodeine,6.83E-01,3.17E-01,0
DB01550,N(C(Cc1ccccc1)C)CCC#N,Fenproporex,4.15E-01,5.85E-01,1
DB01545,Clc1cc2c(NC(=O)C(N=C2c2ccccc2F)C(OCC)=O)cc1,Ethyl loflazepate,7.84E-01,2.16E-01,0
DB01544,Fc1ccccc1C1=NCC(=O)N(c2c1cc([N+](=O)[O-])cc2)C,Flunitrazepam,7.90E-01,2.10E-01,0
DB01511,Clc1ccccc1C1=NCC(=O)Nc2c1cc(Cl)cc2,Delorazepam,8.22E-01,1.78E-01,0
DB01501,OC(=O)C1(CCN(CC1)CCC(C#N)(c1ccccc1)c1ccccc1)c1ccccc1,Difenoxin,2.90E-01,7.10E-01,1
DB01489,Clc1cc2c(N(C)C(=O)C(OC(=O)N(C)C)N=C2c2ccccc2)cc1,Camazepam,5.67E-01,4.33E-01,0
DB01482,Cl.O=C1N(C)C(=O)N(c2ncn(c12)CCNC(Cc1ccccc1)C)C,Fenethylline,2.16E-01,7.84E-01,1
DB01466,O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(OCC)cc3)C=C[C@@H]2O,Ethylmorphine,6.95E-01,3.05E-01,0
DB01463,N(CC)C1C2CC(CC2)C1c1ccccc1,Fencamfamine,2.41E-01,7.59E-01,1
DB01452,O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(OC(=O)C)cc3)C=C[C@@H]2OC(=O)C,Heroin,9.61E-01,3.88E-02,0
DB01440,OCCCC(=O)[O-],Gamma Hydroxybutyric Acid,1.00E+00,2.52E-05,0
DB01438,n1c(N)c(\N=N\c2ccccc2)ccc1N,Phenazopyridine,9.57E-01,4.30E-02,0
DB01437,O=C1NC(=O)CCC1(CC)c1ccccc1,Glutethimide,9.98E-01,2.19E-03,0
DB01436,O[C@H]1C[C@H](O)C\C(=C\C=C/2\[C@@H]3CC[C@H]([C@@H](CCCC(C)C)C)[C@]3(CCC\2)C)\C1=C,Alfacalcidol,1.75E-01,8.25E-01,1
DB01435,O=C1N(N(C)C(=C1)C)c1ccccc1,Antipyrine,9.93E-01,7.36E-03,0
DB01433,O(C(C(CC(N(C)C)C)(c1ccccc1)c1ccccc1)CC)C(=O)C,Methadyl Acetate,1.20E-01,8.80E-01,1
DB01431,O[C@]1(CC[C@H]2[C@H]3[C@@H]([C@@H]4C(CC3)=CCCC4)CC[C@]12C)CC=C,Allylestrenol,1.57E-01,8.43E-01,1
DB01430,Fc1ccc(cc1)C(N1CCN(CC1)c1nc(nc(n1)NCC=C)NCC=C)c1ccc(F)cc1,Almitrine,3.78E-02,9.62E-01,1
DB01429,N(CCCN(CC)CC)(C1Cc2c(C1)cccc2)c1ccccc1,Aprindine,2.46E-03,9.98E-01,1
DB01428,O(C)c1cc(O)c(cc1)C(=O)c1ccccc1,Oxybenzone,9.90E-01,1.02E-02,0
DB01427,O=C1NC=C(C=C1N)c1ccncc1,Amrinone,9.97E-01,3.02E-03,0
DB01426,O[C@H]1N2[C@@H]3C4[C@@H](C[C@H]2[C@@H]2N(c5c([C@@]2(C3)[C@@H]4O)cccc5)C)[C@@H]1CC,Ajmaline,6.20E-01,3.80E-01,0
DB01425,O(C)c1cc2n[nH]nc2cc1C(=O)NCC1N(CCC1)CC=C,Alizapride,9.18E-01,8.15E-02,0
DB01424,O=C1N(N(C)C(C)=C1N(C)C)c1ccccc1,Aminophenazone,8.89E-01,1.11E-01,0
DB01423,s1cccc1C(SC(C(=O)NCC(O)=O)C)=O,Stepronin,9.98E-01,1.64E-03,0
DB01422,Oc1c2ncccc2c([N+](=O)[O-])cc1,Nitroxoline,9.94E-01,5.90E-03,0
DB01421,O1[C@@H](CN)[C@@H](O)[C@H](O)[C@@H](N)[C@H]1O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO)O[C@H]1[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2N)[C@@H](N)C[C@@H](N)[C@@H]1O,Paromomycin,9.94E-01,6.47E-03,0
DB01420,O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@H](OC(=O)CC)[C@]4(CC3)C)CCC2=C1)C,Testosterone Propionate,6.31E-01,3.69E-01,0
DB01419,FC(F)(F)c1cc(N2CCN(CC2)CCOC(=O)c2ccccc2Nc2c3c(ncc2)cc(cc3)C(F)(F)F)ccc1,Antrafenine,2.03E-02,9.80E-01,1
DB01418,O1c2c(cccc2)C(O)=C(C(CC(=O)C)c2ccc([N+](=O)[O-])cc2)C1=O,Acenocoumarol,8.11E-01,1.89E-01,0
DB01416,s1cc(nc1N)/C(=N/OC)/C(=O)N[C@H]1[C@H]2SCC(COC)=C(N2C1=O)C(O)=O,Cefpodoxime,9.96E-01,3.55E-03,0
DB01415,s1cc(nc1N)/C(=C/CC(O)=O)/C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O,Ceftibuten,9.97E-01,2.63E-03,0
DB01414,S1[C@H]2N(C(C(O)=O)=C(C1)COC(=O)C)C(=O)[C@H]2NC(=O)CC#N,Cefacetrile,1.00E+00,3.54E-04,0
DB01413,s1cc(nc1N)/C(=N/OC)/C(=O)N[C@H]1[C@H]2SCC(C[N+]3(CCCC3)C)=C(N2C1=O)C(=O)[O-],Cefepime,9.93E-01,6.84E-03,0
DB01412,O=C1NC(=O)N(c2ncn(c12)C)C,Theobromine,9.86E-01,1.36E-02,0
DB01411,O1c2c(ccc(NC(=O)c3ccc(OCCCCc4ccccc4)cc3)c2)C(=O)C=C1c1nn[nH]n1,Pranlukast,4.93E-01,5.07E-01,1
DB01410,O1[C@@]2([C@H](OC1C1CCCCC1)C[C@H]1[C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C[C@@]12C)C(=O)COC(=O)C(C)C,Ciclesonide,7.32E-01,2.68E-01,0
DB01409,s1cccc1C(O)(C(OC1C[C@H]2[N+]([C@H]([C@H]3O[C@@H]23)C1)(C)C)=O)c1sccc1,Tiotropium,6.85E-01,3.15E-01,0
DB01408,O(C(=O)N(C)C)c1cc(cc(OC(=O)N(C)C)c1)C(O)CNC(C)(C)C,Bambuterol,8.13E-01,1.87E-01,0
DB01407,Clc1cc(cc(Cl)c1N)C(O)CNC(C)(C)C,Clenbuterol,7.03E-01,2.97E-01,0
DB01406,o1ncc2C[C@@]3([C@@H]4[C@H]([C@@H]5CC[C@@](O)(C#C)[C@]5(CC4)C)CCC3=Cc12)C,Danazol,5.33E-01,4.67E-01,0
DB01403,S1c2c(N(c3c1cccc3)C[C@@H](CN(C)C)C)cc(OC)cc2,Methotrimeprazine,1.34E-02,9.87E-01,1
DB01401,[Mg+2].Oc1ccccc1C(=O)[O-].Oc1ccccc1C(=O)[O-].Oc1ccccc1C(=O)[O-].OCC[N+](C)(C)C,Trisalicylate-choline,3.28E-02,9.67E-01,1
DB01400,O(C(=O)N(C)C)c1cc([N+](C)(C)C)ccc1,Neostigmine,8.28E-01,1.72E-01,0
DB01399,O(C(=O)c1ccccc1O)c1ccccc1C(O)=O,Salsalate,9.99E-01,1.44E-03,0
DB01397,[Mg+2].Oc1ccccc1C(=O)[O-].Oc1ccccc1C(=O)[O-],Magnesium salicylate,9.68E-01,3.16E-02,0
DB01396,O1CC(=CC1=O)[C@H]1CC[C@]2(O)[C@H]3[C@H](CC[C@]12C)[C@@]1([C@@H](C[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]4O[C@H](C)[C@@H](O[C@@H]5O[C@H](C)[C@@H](O)[C@@H](O)C5)[C@@H](O)C4)[C@@H](O)C2)CC1)CC3)C,Digitoxin,5.03E-01,4.97E-01,0
DB01395,O1[C@]2([C@@H]3[C@H]([C@H]4[C@H]5[C@H](CC[C@]24C)[C@]2(CCC(=O)C=C2[C@H]2[C@@H]5C2)C)C3)CCC1=O,Drospirenone,5.92E-01,4.08E-01,0
DB01394,O(C)C1=CC=C2C(=CC1=O)C(NC(=O)C)CCc1c2c(OC)c(OC)c(OC)c1,Colchicine,9.15E-01,8.50E-02,0
DB01393,Clc1ccc(cc1)C(=O)NCCc1ccc(OC(C(O)=O)(C)C)cc1,Bezafibrate,6.09E-01,3.91E-01,0
DB01392,O[C@H]1CC[C@@H]2[C@H](C[C@@H]3N(CCc4c5c([nH]c34)cccc5)C2)[C@H]1C(OC)=O,Yohimbine,4.90E-01,5.10E-01,1
DB01390,[Na+].OC(=O)[O-],Sodium bicarbonate,1.00E+00,1.01E-06,0
DB01384,F[C@@H]1C2=CC(=O)C=C[C@@]2([C@@H]2[C@H]([C@@H]3C[C@@H](C)[C@](O)(C(=O)CO)[C@]3(C[C@@H]2O)C)C1)C,Paramethasone,9.90E-01,1.02E-02,0
DB01382,S(=O)(=O)(Nc1ncc(OCCOC)cn1)c1ccccc1,Glycodiazine,8.27E-01,1.73E-01,0
DB01380,O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)COC(=O)C)[C@]4(CC3=O)C)CCC2=C1)C,Cortisone acetate,9.94E-01,6.39E-03,0
DB01375,[AlH2]OC(=O)CN.O.O,Dihydroxyaluminium,1.00E+00,4.61E-04,0
DB01369,S(CC1CN2C(CC1=O)C(=O)N[C@@H](c1ccccc1)C(O[C@H](C)[C@H](NC(=O)c1ncccc1O)C(=O)N[C@H](CC)C(=O)N1[C@@H](CCC1)C(=O)N(C)[C@@H](Cc1ccc(N(C)C)cc1)C2=O)=O)[C@H]1C2CCN(C1)CC2,Quinupristin,1.95E-01,8.05E-01,1
DB01367,N(CC#C)[C@@H]1CCc2c1cccc2,Rasagiline,8.58E-01,1.42E-01,0
DB01366,Oc1c2NC(=O)C=Cc2c(cc1)[C@@H](O)[C@@H](NC(C)C)CC,Procaterol,9.71E-01,2.87E-02,0
DB01365,N(C(Cc1ccccc1)(C)C)C,Mephentermine,6.41E-01,3.59E-01,0
DB01364,O[C@@H]([C@@H](NC)C)c1ccccc1,Ephedrine,9.75E-01,2.55E-02,0
DB01362,Ic1c(C(=O)NCC(O)CO)c(I)c(N(C(=O)C)CC(O)CO)c(I)c1C(=O)NCC(O)CO,Iohexol,9.98E-01,1.78E-03,0
DB01361,O1[C@H](C)[C@H](C)[C@H](OC(=O)C)[C@@H](C)C(=O)[C@@]2(OC2)C[C@H](C)[C@H](O[C@@H]2O[C@@H](C[C@H](N(C)C)[C@H]2OC(=O)C)C)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)C)[C@@H](OC)C2)[C@@H](C)C1=O,Troleandomycin,9.64E-01,3.65E-02,0
DB01359,O(C[C@@H](O)CNC(C)(C)C)c1ccccc1C1CCCC1,Penbutolol,1.50E-01,8.50E-01,1
DB01357,O(C)c1cc2CC[C@H]3[C@@H]4CC[C@@](O)(C#C)[C@]4(CC[C@@H]3c2cc1)C,Mestranol,1.62E-01,8.38E-01,1
DB01356,[Li+],Lithium,9.99E-01,1.27E-03,0
DB01355,O=C1N(C)C(=O)NC(=O)C1(C)C=1CCCCC=1,Hexobarbital,9.98E-01,2.45E-03,0
DB01354,O=C1NC(=O)NC(=O)C1(CC)C=1CCCCCC=1,Heptabarbital,9.88E-01,1.21E-02,0
DB01353,O=C1NC(=O)NC(=O)C1(CCCC)CC,Butethal,9.93E-01,7.36E-03,0
DB01352,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,Aprobarbital,9.97E-01,2.92E-03,0
DB01351,O=C1NC(=O)NC(=O)C1(CCC(C)C)CC,Amobarbital,9.91E-01,8.95E-03,0
DB01349,O=C1N(c2nc(nc(c2CC1)C)C)Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1,Tasosartan,4.57E-01,5.43E-01,1
DB01348,S1CCSC12C[C@H](N(C2)C(=O)[C@@H](N[C@@H](CCc1ccccc1)C(OCC)=O)C)C(O)=O,Spirapril,9.49E-01,5.14E-02,0
DB01347,Brc1c2cc(ccc2oc1-c1ccccc1NS(=O)(=O)C(F)(F)F)Cn1c(C(=O)N)c(nc1CC)C1CC1,Saprisartan,3.15E-01,6.85E-01,1
DB01346,O(C)c1cc2c(nccc2C(O)C2N3CC(C(C2)CC3)C=C)cc1.O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,Quinidine barbiturate,7.15E-02,9.29E-01,1
DB01342,[nH]1nc(nn1)-c1ccccc1-c1ncc(cc1)Cn1nc(nc1CCCC)CCCC,Forasartan,1.58E-01,8.42E-01,1
DB01340,O=C1N2N(CCC[C@@H]1N[C@@H](CCc1ccccc1)C(OCC)=O)CCC[C@H]2C(O)=O,Cilazapril,9.41E-01,5.91E-02,0
DB01339,O(C(=O)C)[C@@H]1[C@@]2([C@H]([C@H]3[C@H](CC2)[C@@]2([C@H](C[C@H](OC(=O)C)[C@@H](N4CCCCC4)C2)CC3)C)C[C@@H]1[N+]1(CCCCC1)C)C,Vecuronium,4.10E-01,5.90E-01,1
DB01338,O(C(=O)C)[C@@H]1[C@@]2([C@H]([C@H]3[C@H](CC2)[C@@]2([C@H](C[C@H](OC(=O)C)[C@@H](N4CC[N+](CC4)(C)C)C2)CC3)C)C[C@@H]1N1CC[N+](CC1)(C)C)C,Pipecuronium,6.05E-01,3.95E-01,0
DB01337,O(C(=O)C)[C@@H]1[C@@]2([C@H]([C@H]3[C@H](CC2)[C@@]2([C@H](C[C@H](OC(=O)C)[C@@H]([N+]4(CCCCC4)C)C2)CC3)C)C[C@@H]1[N+]1(CCCCC1)C)C,Pancuronium,3.86E-01,6.14E-01,1
DB01336,O1c2cc(C[C@H]3[N+](CCc4cc(OC)c(OC)c(Oc5ccc(C[C@@H]6[N+](CCc7cc(OC)c1cc67)(C)C)cc5)c34)(C)C)ccc2OC,Metocurine,5.87E-02,9.41E-01,1
DB01333,S1[C@H]2N(C(C(O)=O)=C(C1)C)C(=O)[C@H]2NC(=O)[C@H](N)C=1CC=CCC=1,Cefradine,9.95E-01,5.14E-03,0
DB01332,s1cc(nc1N)/C(=N/OC)/C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O,Ceftizoxime,9.97E-01,3.36E-03,0
DB01331,s1cccc1CC(=O)N[C@@]1(OC)[C@H]2SCC(COC(=O)N)=C(N2C1=O)C(O)=O,Cefoxitin,9.88E-01,1.17E-02,0
DB01330,S1C(SC1=C(C(=O)N)C(O)=O)C(=O)N[C@@]1(OC)[C@H]2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O,Cefotetan,9.98E-01,2.28E-03,0
DB01329,S1[C@H]2N(C(C(O)=O)=C(C1)CSc1nnnn1C)C(=O)[C@H]2NC(=O)C(NC(=O)N1CCN(CC)C(=O)C1=O)c1ccc(O)cc1,Cefoperazone,9.89E-01,1.12E-02,0
DB01328,S1[C@H]2N(C(C(O)=O)=C(C1)CSc1nnnn1CS(O)(=O)=O)C(=O)[C@H]2NC(=O)[C@H](O)c1ccccc1,Cefonicid,9.78E-01,2.22E-02,0
DB01327,s1c(nnc1SCC=1CS[C@H]2N(C=1C(O)=O)C(=O)[C@H]2NC(=O)Cn1nnnc1)C,Cefazolin,9.97E-01,3.35E-03,0
DB01326,S1[C@H]2N(C(C(O)=O)=C(C1)CSc1nnnn1C)C(=O)[C@H]2NC(=O)[C@H](O)c1ccccc1,Cefamandole,9.84E-01,1.55E-02,0
DB01325,Clc1cc2NC(NC(=O)c2cc1S(=O)(=O)N)CC,Quinethazone,9.16E-01,8.38E-02,0
DB01324,Clc1cc2NC(N(S(=O)(=O)c2cc1S(=O)(=O)N)C)CSCC(F)(F)F,Polythiazide,6.87E-01,3.13E-01,0
DB01321,O1[C@@H](C\C=C\C=C\[C@H](O)[C@@H](C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]3O[C@@H](C)[C@H](OC(=O)CC(C)C)[C@](O)(C3)C)[C@H](N(C)C)[C@H]2O)[C@@H](OC)[C@H](OC(=O)C)CC1=O)C)C,Josamycin,8.82E-01,1.18E-01,0
DB01320,P(OCN1C(=O)C(NC1=O)(c1ccccc1)c1ccccc1)(O)(O)=O,Fosphenytoin,9.45E-01,5.49E-02,0
DB01319,S(=O)(=O)(N(CC(C)C)C[C@@H](OP(O)(O)=O)[C@@H](NC(O[C@H]1CCOC1)=O)Cc1ccccc1)c1ccc(N)cc1,Fosamprenavir,8.21E-01,1.79E-01,0
DB01303,O=C1N(C)C(=O)N(c2nc[n-]c12)C.OCC[N+](C)(C)C,Oxtriphylline,7.97E-01,2.03E-01,0
DB01301,OC=1[C@@H](N(C)C)[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C=1C(=O)NCN1CCCC1)C(=O)c1c(cccc1O)[C@]3(O)C,Rolitetracycline,9.19E-01,8.08E-02,0
DB01299,S(=O)(=O)(Nc1ncnc(OC)c1OC)c1ccc(N)cc1,Sulfadoxine,7.50E-01,2.50E-01,0
DB01298,S(=O)(=O)(NC1=NC(=O)N(C=C1)CC)c1ccc(N)cc1,Sulfacytine,9.51E-01,4.95E-02,0
DB01297,O(CC(O)CNC(C)C)c1ccc(NC(=O)C)cc1,Practolol,9.44E-01,5.59E-02,0
DB01296,O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](N)C1O,Glucosamine,9.99E-01,1.35E-03,0
DB01295,O(C)c1cc(ccc1OC)CCNCC(O)COc1cc(ccc1)C,Bevantolol,4.63E-02,9.54E-01,1
DB01294,[Bi]1(OC(=O)c2c(O1)cccc2)O,Bismuth Subsalicylate,nan,nan,1
DB01291,Oc1ccc(nc1CO)C(O)CNC(C)(C)C,Pirbuterol,9.92E-01,7.88E-03,0
DB01289,S(=O)(=O)(NC(=O)NN1CCCCCC1)c1ccc(cc1)CCNC(=O)c1noc(c1)C,Glisoxepide,9.18E-01,8.19E-02,0
DB01288,Oc1cc(cc(O)c1)C(O)CNC(Cc1ccc(O)cc1)C,Fenoterol,8.58E-01,1.42E-01,0
DB01283,Clc1cccc(F)c1Nc1ccc(cc1CC(O)=O)C,Lumiracoxib,8.48E-01,1.52E-01,0
DB01282,S1C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CCC1)Cc1ccc(OC)cc1)[C@H](CC)C)CCC(=O)N)CC(=O)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N,Carbetocin,7.00E-01,3.00E-01,0
DB01280,O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1n1c2nc(nc(OC)c2nc1)N,Nelarabine,9.84E-01,1.62E-02,0
DB01275,n1ncc2c(cccc2)c1NN,Hydralazine,9.99E-01,1.36E-03,0
DB01274,O(C)c1ccc(cc1)C[C@H](NC[C@H](O)c1cc(NC=O)c(O)cc1)C,Arformoterol,6.86E-01,3.14E-01,0
DB01273,n1c2c(ncc1)cc1[C@@H]3C[C@H](c1c2)CNC3,Varenicline,7.69E-01,2.31E-01,0
DB01268,Fc1cc\2c(NC(=O)/C/2=C\c2[nH]c(C)c(C(=O)NCCN(CC)CC)c2C)cc1,Sunitinib,3.12E-01,6.88E-01,1
DB01267,Fc1cc2onc(c2cc1)C1CCN(CC1)CCC=1C(=O)N2C(=NC=1C)C(O)CCC2,Paliperidone,2.85E-01,7.15E-01,1
DB01265,O1[C@@H](CO)[C@H](O)C[C@H]1N1C=C(C)C(=O)NC1=O,Telbivudine,9.95E-01,5.02E-03,0
DB01264,S(=O)(=O)(N(CC(C)C)C[C@@H](O)[C@@H](NC(O[C@@H]1[C@H]2[C@@H](OC1)OCC2)=O)Cc1ccccc1)c1ccc(N)cc1,Darunavir,6.92E-01,3.08E-01,0
DB01263,Fc1cc(F)ccc1[C@@]1(OCC(C1)COc1ccc(N2CCN(CC2)c2ccc(N3C=NN([C@H]([C@@H](O)C)CC)C3=O)cc2)cc1)Cn1ncnc1,Posaconazole,2.44E-01,7.56E-01,1
DB01262,O1[C@H](CO)[C@@H](O)C[C@@H]1N1C=NC(=NC1=O)N,Decitabine,9.89E-01,1.08E-02,0
DB01261,Fc1cc(F)c(F)cc1C[C@@H](N)CC(=O)N1CCn2c(nnc2C(F)(F)F)C1,Sitagliptin,8.86E-01,1.14E-01,0
DB01260,O1[C@@]2([C@H](OC1(C)C)C[C@H]1[C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C[C@@]12C)C(=O)CO,Desonide,9.70E-01,3.05E-02,0
DB01259,Clc1cc(Nc2ncnc3c2cc(cc3)-c2oc(cc2)CNCCS(=O)(=O)C)ccc1OCc1cc(F)ccc1,Lapatinib,2.63E-01,7.37E-01,1
DB01256,S(CC(O[C@@H]1C[C@](C=C)(C)[C@@H](O)[C@@H]([C@]23[C@H]([C@@]1(C)[C@@H](CC2)C)C(=O)CC3)C)=O)C1C[C@@H]2N([C@H](C1)CC2)C,Retapamulin,1.72E-01,8.28E-01,1
DB01255,O=C(N[C@H](Cc1ccccc1)C)[C@@H](N)CCCCN,Lisdexamfetamine,8.95E-01,1.05E-01,0
DB01254,Clc1cccc(C)c1NC(=O)c1sc(nc1)Nc1nc(nc(N2CCN(CC2)CCO)c1)C,Dasatinib,3.83E-01,6.17E-01,1
DB01253,OC[C@@H](NC(=O)[C@@H]1C=C2[C@H](N(C1)C)Cc1c3c2cccc3[nH]c1)C,Ergonovine,8.55E-01,1.45E-01,0
DB01252,OC(=O)C(Cc1ccccc1)CC(=O)N1CC2C(CCCC2)C1,Mitiglinide,9.17E-01,8.30E-02,0
DB01251,S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(cc1)CCN1C(=O)C(c2c(cc(OC)cc2)C1=O)(C)C,Gliquidone,7.34E-01,2.66E-01,0
DB01250,Oc1ccc(\N=N\c2cc(C(O)=O)c(O)cc2)cc1C(O)=O,Olsalazine,9.91E-01,8.72E-03,0
DB01249,Ic1c(C(=O)NCC(O)CO)c(I)c(N(C(=O)C)CC(O)CN(C(=O)C)c2c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c2I)c(I)c1C(=O)NCC(O)CO,Iodixanol,8.02E-01,1.98E-01,0
DB01248,O1[C@@H]2C[C@H](O)[C@@]3([C@H]([C@H](OC(=O)c4ccccc4)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(OC(C)(C)C)=O)c5ccccc5)C(=C([C@@H](O)C3=O)C4(C)C)C)[C@]2(OC(=O)C)C1)C,Docetaxel,8.44E-01,1.56E-01,0
DB01247,o1nc(cc1C)C(=O)NNCc1ccccc1,Isocarboxazid,9.53E-01,4.72E-02,0
DB01246,S1c2c(N(c3c1cccc3)CC(CN(C)C)C)cccc2,Alimemazine,9.39E-02,9.06E-01,1
DB01245,[N+](CCCCCCCCCC[N+](C)(C)C)(C)(C)C,Decamethonium,1.00E+00,5.33E-06,0
DB01244,O(CC(C)C)CC(N1CCCC1)CN(Cc1ccccc1)c1ccccc1,Bepridil,3.97E-03,9.96E-01,1
DB01243,Clc1cc(Cl)c2c(nccc2)c1O,Chloroxine,8.94E-01,1.06E-01,0
DB01242,Clc1cc2N(c3c(CCc2cc1)cccc3)CCCN(C)C,Clomipramine,7.83E-03,9.92E-01,1
DB01241,O(CCCC(C(O)=O)(C)C)c1cc(ccc1C)C,Gemfibrozil,9.46E-01,5.42E-02,0
DB01240,O1[C@@H]2[C@H](CC1=CCCCC(O)=O)[C@@H](\C=C\[C@@H](O)CCCCC)[C@H](O)C2,Epoprostenol,7.03E-01,2.97E-01,0
DB01239,Clc1cc2c(Sc3c(cccc3)C2=CCCN(C)C)cc1,Chlorprothixene,1.60E-02,9.84E-01,1
DB01238,Clc1c(N2CCN(CC2)CCCCOc2cc3NC(=O)CCc3cc2)cccc1Cl,Aripiprazole,2.84E-02,9.72E-01,1
DB01237,Brc1ccc(cc1)C(OCCN(C)C)c1ccccc1,Bromodiphenhydramine,1.86E-02,9.81E-01,1
DB01236,FC(F)(F)C(OCF)C(F)(F)F,Sevoflurane,9.29E-01,7.06E-02,0
DB01235,Oc1cc(ccc1O)C[C@H](N)C(O)=O,Levodopa,9.98E-01,2.17E-03,0
DB01234,F[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@](O)(C(=O)CO)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C,Dexamethasone,9.91E-01,9.34E-03,0
DB01233,Clc1cc(C(=O)NCCN(CC)CC)c(OC)cc1N,Metoclopramide,6.63E-01,3.37E-01,0
DB01232,O=C(N[C@@H](CC(=O)N)C(=O)N[C@H]([C@H](O)CN1CC2C(C[C@H]1C(=O)NC(C)(C)C)CCCC2)Cc1ccccc1)c1nc2c(cc1)cccc2,Saquinavir,7.81E-01,2.19E-01,0
DB01231,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,Diphenidol,5.95E-02,9.41E-01,1
DB01229,O1[C@@H]2C[C@H](O)[C@@]3([C@H]([C@H](OC(=O)c4ccccc4)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c5ccccc5)c5ccccc5)C(=C([C@@H](OC(=O)C)C3=O)C4(C)C)C)[C@]2(OC(=O)C)C1)C,Paclitaxel,7.57E-01,2.43E-01,0
DB01228,O(C)c1ccc(cc1)C(=O)Nc1ccccc1CCC1N(CCCC1)C,Encainide,3.21E-02,9.68E-01,1
DB01227,O([C@H](C(C[C@@H](N(C)C)C)(c1ccccc1)c1ccccc1)CC)C(=O)C,Levomethadyl Acetate,1.20E-01,8.80E-01,1
